Attraction,Noel,Harsh,Vikranth,Muthuraj,Armaan
Mahavir Harina Vanasthali National Park,2.0486409654881923,2.7813835319497024,0.9690536260673238,3.205329213143887,1.6076226106523313
Keesaragutta Temple,4.3,4.3,1.5938867295424863,4.466660048717341,4.3
Ananthagiri Hills,4.2,4.688841779882586,4.2,3.3789579440562574,2.5229757798429344
Pocharam Wildlife Sanctuary,4.0,3.7098155984943846,1.3076810699395223,3.2168050107513593,2.2954938177551445
Medak Fort,3.728723158939285,4.1,1.2835795314183285,4.695815781231095,4.1
Bhongir Fort,2.9169649070783876,4.2,4.2,4.2,3.171706363643339
Warangal Fort,3.3581605779662347,4.3,1.8556861600655552,4.108225852332067,2.4389857193213067
Pakhal Lake,4.1,4.087244689586189,1.1832214114687019,3.6281507090125595,2.3472712855416056
Khammam Fort,2.4048625702835533,3.4164468323823813,1.1158421893500197,4.0,2.3589275601184703
Alampur,3.2605545496658164,4.2,1.8445698429266906,4.048447316311443,2.374295225730642
Bhadrachalam,2.4506202021127743,3.4841618876123155,1.0849520139495448,4.1,2.4610801700103444
Basara,2.0491992559122596,2.7829920076762398,0.968656040201687,3.206757096686141,1.6079713510265778
Kingdom of Dreams,3.5551117959577576,4.5,2.0619268132668145,4.230492905240285,2.5945381185706333
Sultanpur National Park,4.4,4.354772851944055,1.686927480202446,3.749017626393396,2.6907480936716124
Kurukshetra,2.0484588743801746,2.782436666352341,0.9688436142726373,3.2067007744948413,1.6078530617620126
Pinjore Gardens,2.567919238261355,3.736494677417866,1.218569633887452,4.4,2.72170702568803
Morni Hills,4.3,4.532256784711871,1.3930439588691343,4.3,3.181195673529819
Firoz Shah Palace Complex,2.048481413415107,2.782478757092067,0.969316860338963,3.2069107677047355,1.6086037480717978
Badkhal Lake,2.5948251706482512,4.3,4.3,3.221272818959969,1.1958649314400607
Surajkund,2.568934217494402,3.785737241645845,4.4,3.364675443485097,2.2762576738747264
Brahma Sarovar,3.5848596836898317,4.5,3.0098966810932035,4.845732152844056,4.5
Cactus Garden,2.6913359729360646,3.3954984331723352,3.0583926213228168,4.333871223966623,4.4
Yadavindra Gardens,3.545152248627569,4.5,4.5,4.137848536833472,3.396082450184938
Kaithal,2.64904999392267,3.3369493331779125,2.0971732925872963,4.3,4.3
Panchkula,2.746833483295242,3.686267763025637,0.7021628269586817,4.4,2.9035213440999104
Sohna,4.5,4.18940879643766,1.0947564450820888,3.4931903759771696,2.3465505016116888
Tilyar Lake,3.480333263059301,4.4,2.0198918471093164,4.167956722008213,2.556290045353292
Blue Bird Lake,3.6829413014711,4.3,3.18567674148328,4.64115946193811,4.3
Ch. Devi Lal Herbal Nature Park,3.9042766125360364,4.4,1.3308117118146758,4.946270229681955,4.4
Kalesar National Park,4.2,4.2,1.5427764116546123,4.4850599204474815,4.2
Karna Lake,4.3,4.543841296041024,0.9226980749086497,4.3,3.194379264211486
Krishna Museum,2.5747381784593997,3.973654110702049,4.4,3.672933862962072,2.3725992307500556
Bhindawas Wildlife Sanctuary,3.054168876588661,3.5627278004203715,2.160855625849579,4.3,4.3
Dhosi Hill,4.2,4.164862158227246,0.7025116484470924,4.2,3.0250331156568615
Pataudi Palace,4.3,3.7388719101202783,0.4529376583208259,3.58341205679205,2.930406005094861
Nahar Singh Palace,3.427057804869582,4.4,1.5720919211433402,4.4,2.791236641610797
Asigarh Fort,4.3,4.3,4.3,3.66543209658613,3.5132759464854644
Cantonment Church Tower,4.2,4.607309174098354,2.576288358627923,3.823629684327624,2.5580841166865653
Star Monument,4.3,4.3,0.7742009052637658,3.8873524627955507,2.5669769470452657
Rani Ka Talab,3.374756873313772,4.4,1.8970969464838867,4.4,2.780011401341783
Loharu Fort,4.3,4.477012458524104,4.3,3.4863190880950805,3.115973226775692
Feroz Shah Tughlaq Fort,3.283728129783815,4.2,1.781218603207333,4.038546566190339,2.3716254819613223
Dal Lake,2.80407228780935,3.7232166796364137,0.43401335211140646,4.7,3.367286230070032
Gulmarg,3.0473570461926034,3.869384914520489,4.6,3.540638137485427,3.1744421718752394
Pahalgam,4.5,5.065133035217517,1.9968644821739823,4.407310897244783,2.838691135681325
Sonamarg,2.057258886938897,3.0909654081851152,4.6,2.839412760737819,2.20665847133297
Vaishno Devi Temple,2.850782087546891,4.03992865240668,1.0399159288074311,4.8,3.202459508012853
Hemis Monastery,4.6,4.221454167409625,1.8216410841206367,3.4548974165314155,2.7741221097972657
Shankaracharya Temple,2.0482184491744837,2.7821982514437034,0.9713712425417805,3.205770146479297,1.6076787521687455
Nubra Valley,4.7,4.541676054038395,1.7208685871174645,3.6809489364318946,2.5281690942698294
Betaab Valley,3.5869956626569834,4.6,2.0495473237068236,4.285052235263715,2.5583703316001234
Amarnath Cave,4.538616104804564,4.8,2.492693949980899,5.04585336095794,4.8
Pangong Lake,4.0022228984117385,4.7,3.2933881101069797,4.946064141956225,4.7
Shalimar Bagh,4.6,4.366533520719029,1.552887012069612,3.690700496661158,2.704764849525447
Nishat Bagh,2.0486838520865662,2.7828620532502804,0.9687137931484818,3.207127824277701,1.6083266264802927
Dachigam National Park,3.238871558475898,3.828363317743722,2.22675483331842,4.664278162235526,4.6
Indira Gandhi Memorial Tulip Garden,2.048976695115387,2.7820767758580356,0.9686040155204216,3.205911549077914,1.6077164373278485
Mughal Road,2.8098415634390825,4.6,4.6,4.6,3.64640437561748
Bhaderwah,3.3390840499495176,4.563817346724306,4.5,4.5,3.941242043903409
Yusmarg,4.078221408004589,4.9161904511959955,4.4,3.779940594023733,2.463219429868769
Sinthan Top,2.285635500986151,3.2955979958661676,4.3,3.379899240756977,3.0576371496204935
Aharbal Waterfall,2.04802885175726,2.782169099267373,0.9686818780141994,3.2065626003588616,1.6076171835315056
Patnitop,3.2659237274113986,3.7815949538938334,2.5490288869251767,4.538919494908527,4.6
Manasbal Lake,4.5,4.348095317846427,0.8512604199730577,3.7214177369229846,2.342228043136367
Sheeshnag Lake,4.4,3.2323970877140984,2.416042941821164,3.5238671028831634,4.4
Hari Parbat,2.0489482730173387,2.7827865703726897,0.9692305641604656,3.2067107272536126,1.6080372137863852
Lamayuru Monastery,4.6,4.6,4.6,4.6,4.6
Surinsar Lake,3.5886491265852873,4.7,4.7,4.7,4.427747212984193
Tso Moriri Lake,4.5,4.5,1.8565177042332226,4.5,4.049487841036656
Dras War Memorial,2.0480651433075585,2.782144441816795,0.9689491934020938,3.2062250101285708,1.6071135758828234
Kheer Bhawani Temple,3.8773022632010705,4.5,2.2406976124921583,4.903878298761645,4.5
Sanasar Lake,4.4,4.048165431654359,0.020051677053737227,3.2587731093531334,1.3515022009846203
Golden Temple,4.9,5.188262839452318,4.9,4.236649279283338,4.032872554755004
Jallianwala Bagh,2.9472664555437498,3.923524081599749,0.6511091531716853,4.7,3.246011957344438
Wagah Border,3.924998654696366,4.370866602687674,2.3974327553140435,4.863385764533482,4.6
Rock Garden of Chandigarh,4.5,4.5,4.5,3.2970101904469695,3.032102479350987
Sukhna Lake,3.5197654363829964,4.4,2.1398529266485973,4.4,2.9912089761547334
Anandpur Sahib,2.4268225062801405,4.166868338033141,4.6,4.6,3.728589652834501
Durgiana Temple,2.6411913494714097,3.798499044950132,1.132919662930625,4.5,2.856124824315753
Harike Wetland and Bird Sanctuary,2.5750393377579646,4.141190821937968,4.4,3.8811422770629935,2.5503452028768123
Maharaja Ranjit Singh Museum,2.6011698845413975,3.630323347559582,0.9525007505166035,4.5,3.168754589945232
Partition Museum,2.04818134135853,2.781825492765416,0.9707251737637329,3.206219370601834,1.608845867027394
Pushpa Gujral Science City,3.3995762633842412,4.5,4.5,4.5,4.5
Virasat-e-Khalsa,2.116912784699398,3.2768743466489036,4.6,4.115746276535566,4.6
Bathinda Fort,2.507695871076029,3.23587380652792,2.5410700091394656,4.34066699045955,4.5
Sheesh Mahal,3.0203732748099097,3.966827067439503,4.4,4.4,4.4
Quila Mubarak,2.9857958149266413,3.6276693485200378,2.2568177082778402,4.462405817424949,4.3
Rose Garden,2.0481877100735892,2.7821226106833743,0.9705182628728727,3.2057066479793574,1.6070803700719765
Ranjit Sagar Dam,2.8444021558726327,3.5455256981693846,1.507188023016841,4.65343461442816,4.5
Ram Tirath,3.099989942188218,3.7313016091600666,2.1714958028733022,4.5588688396948855,4.4
Talwandi Sabo,2.048998110069259,2.7826439490844033,0.9692734493972698,3.206650837354663,1.6083047953342895
Sirhind Fort,3.7415672097536596,4.3,2.488798123862158,4.6668661610192474,4.3
Faridkot Fort,2.8401010316634805,3.8826018019573514,4.4,3.561944057370505,2.7353959572847595
Fateh Burj,2.3982665430760646,3.2359277921314193,2.785763607354471,4.316196064499402,4.5
Gurudwara Baba Atal Rai,3.1001209559943828,3.7205481208430444,2.157302059100118,4.516750120379887,4.3
"Kali Temple, Patiala",2.542209832417217,3.850386902503577,4.4,3.7574619870067942,3.137599568631569
Gurdwara Manji Sahib,2.9048665123676667,4.5,4.5,5.1215794751085095,4.5
Devi Talab Mandir,3.9576306359985276,4.6,4.6,3.625790334421397,2.8593513211138624
Mukteshwar Temple,3.411263465946921,4.4,1.9479985126767736,4.209361301377505,2.530161122350792
"Shiv Mandir, Gurudwara Nanak Mata",3.690514207673176,4.3,1.9147373832734451,4.791419430032123,4.3
Lodhi Fort,2.0490426423947112,2.7833115055566684,0.9698061023434464,3.2070060338979856,1.6080620051210914
Maharaja Ranjit Singh War Museum,4.5,4.472748016174234,1.9877040975126588,3.861051706160598,2.9983052656895683
Taj Mahal,2.048674130016633,2.7825257463051862,0.9694025569314338,3.2064643356987017,1.6079387493391215
Agra Fort,2.3667551552859076,3.2826291542295145,1.4730154903799832,4.8,4.8
Fatehpur Sikri,3.5004280332012256,4.7,2.073507560122686,4.408909574699602,2.5935355464793
Varanasi Ghats,3.7917807349864523,4.8,2.2096983612243566,4.409413849331837,2.717546929424297
Kashi Vishwanath Temple,3.9299782572437705,4.7,2.460032318401111,5.090112881059266,4.7
Sarnath,2.048378415307117,2.782819676599566,0.9687950501516837,3.2072166188024958,1.607978575757272
Allahabad Triveni Sangam,2.0483450978797486,2.7821017675210706,0.9683921261079494,3.2059973260435326,1.6069888802304713
Jhansi Fort,3.399433153122876,3.713509858402192,1.1222473587650712,4.6,4.6
Rumi Darwaza,4.8,4.558332285937534,0.35286467172978886,4.8,4.329254265420209
Lucknow Residency,3.3642888641069204,3.9614509625636787,2.2800835682235725,4.784479429337582,4.7
Bara Imambara,4.273541331328758,4.6,4.6,4.296583131211886,4.6
Akbar's Tomb,2.0172790513648065,3.7491276891797565,4.7,4.7,4.7
Chitrakoot,2.0486256219715147,2.7823824169287716,0.9684132986065014,3.2066796288096073,1.6080409043242991
Banke Bihari Temple,2.047617380479723,2.782418793080971,0.968656406164341,3.207082368542425,1.6075579302848226
"Prem Mandir, Vrindavan",2.9261115172403036,3.941360782742372,0.7335272918021183,4.7,3.2350205235822473
Bharat Mata Mandir,2.048622273618503,2.7823903463175137,0.9684399912770852,3.2064798266978825,1.6076945231311557
Dudhwa National Park,4.6,5.194994824201167,0.6756840928520855,4.6,3.030143483084931
Mathura,2.786783478821214,3.6476896910838437,4.7,4.307872519252029,4.7
Ayodhya,4.8,4.8,1.7859920159798603,4.1213234909550005,3.0539799010807656
Sankat Mochan Hanuman Temple,4.6,4.829701962262009,1.3591995197379618,4.6,3.5903569642729196
Kanpur Memorial Church,3.731159134634418,4.7,2.1470703867671492,4.3467813763279874,2.6926631660671303
Kakori,2.6861475565836583,3.8811715261808897,1.1486553665113362,4.6,2.9479643739537966
Vindhyachal,3.328769051201176,4.7,1.2974501345803118,4.7,2.600080950974772
Hastinapur,2.352912244605613,3.397016649330956,4.6,3.092489474143558,2.6066142395937497
Naimisaranya,3.237620517732962,4.170630231141553,4.8,4.422112976922887,4.8
Sarnath Museum,2.0481079553850052,2.781211006547624,0.9685160565383907,3.205572655254743,1.6077927640029075
Govardhan Hill,2.048586710979897,2.782219929489996,0.9687231627625087,3.206717677718842,1.608494342706445
Ramnagar Fort,4.6,4.6,0.9055177181501324,4.007150485896645,2.916161487158633
Sikandra,2.0491392433563704,2.7830287213854406,0.971355316082329,3.206829873133253,1.609286601484248
Itmad-ud-Daula,3.15512720747543,3.792951156829387,2.379102425854578,4.617433700086946,4.6
Gateway of India,2.0497029165543843,2.783442650868147,0.9703489922372729,3.206609896595419,1.608193105591107
Ajanta Caves,2.8691963101601807,3.606304902674849,2.670138541861509,4.7,4.7
Ellora Caves,2.399404585387834,3.1556651268536067,4.8,3.605095907343055,3.730281642034388
Elephanta Caves,2.048771679189265,2.782491991474099,0.9682762737025553,3.206605924007108,1.6076887920671368
Chhatrapati Shivaji Terminus,2.0487515467437056,2.7827475768250283,0.9691752439490748,3.2071324420065808,1.6082794519247945
Marine Drive,2.0491885429157475,2.7830164443612477,0.9695637295582658,3.2068921572980065,1.60841245399087
Shaniwar Wada,2.050004688979867,2.783259847736739,0.9677743468316767,3.2069315423159,1.6080505431665504
Mahabaleshwar,3.213162974987706,3.835458948623803,2.55026262510554,4.709106380905899,4.8
Lonavala,4.188522980578242,4.643820327832993,4.7,4.575369699562349,4.7
Siddhivinayak Temple,4.6,4.6,2.8140913172625064,4.6,4.3148745614529425
Haji Ali Dargah,1.807522583143726,3.4029794417969987,4.8,3.6478258605537683,3.0055168263521113
Alibaug,2.4045422454581535,4.070476987986487,4.7,3.46877496103355,1.819324738041234
Sinhagad Fort,3.201465675418488,3.835639029119338,2.3529538247825927,4.73445638414225,4.8
Bibi Ka Maqbara,2.048904183247432,2.783072627330188,0.9693936470486565,3.2073326407200518,1.6088041855853663
Kanheri Caves,2.940321744715013,3.739629518876225,-0.13794277814863243,4.8,3.4350913080839476
Chikhaldara,3.731355710227569,4.7,2.2942340215859796,4.375606626541117,2.7917830052517028
Panchgani,4.8,5.4814214037851885,4.8,3.623740323732058,2.901320360171516
Tadoba Andhari Tiger Reserve,2.0487600055706596,2.782811860671202,0.9695368859757697,3.2065119634312826,1.607520519784668
Rajmachi Fort,3.135609374048657,4.713259815738218,4.8,4.8,3.889804936408242
Bhimashankar Temple,2.0492082936276903,2.782504706147913,0.9687455198118078,3.2065022685668545,1.6082311039863126
Pratapgad Fort,2.2548217841899865,3.5230576709591945,4.8,3.203436797959682,2.316379607038994
Aga Khan Palace,4.7,4.895937460673313,1.216851886588674,4.7,3.695398517880171
Elephanta Island,2.0496554757907353,2.7831745371114383,0.9698386655301254,3.20713945020993,1.609079366778898
Lavasa,3.1210262120665377,3.794452010672277,2.617941247207436,4.648979174656891,4.7
Nashik Vineyards,4.8,4.105842990064481,4.8,3.2697542045371653,4.8
Aurangabad Caves,3.8028522628676296,4.7,2.2867706292725556,4.391424517412403,2.8849486114672622
